Periodicity;Year;Month;Quarter;Transactions / Sales;Sector;Value in different units;Date_Object;Date;Name
Monthly;2023;OCT;;Public Utilities;Sales;530777.311399991;2023-10-01;OCT 2023;Public Utilities :  Sales
Monthly;2023;NOV;;Public Utilities;Sales;523812.731369993;2023-11-01;NOV 2023;Public Utilities :  Sales
Monthly;2023;MAR;;Others;Number of Transactions;162265.81;2023-03-01;MAR 2023;Others :  Number of Transactions
Monthly;2023;OCT;;Others;Number of Transactions;175155.914;2023-10-01;OCT 2023;Others :  Number of Transactions
Monthly;2023;NOV;;Others;Number of Transactions;173802.287;2023-11-01;NOV 2023;Others :  Number of Transactions
Monthly;2023;JAN;;Others;Sales;10650489.9168936;2023-01-01;JAN 2023;Others :  Sales
Monthly;2023;APR;;Others;Sales;11300975.4184236;2023-04-01;APR 2023;Others :  Sales
Monthly;2023;MAY;;Others;Sales;11258149.9307138;2023-05-01;MAY 2023;Others :  Sales
Monthly;2023;JUL;;Others;Sales;11394095.9904335;2023-07-01;JUL 2023;Others :  Sales
Monthly;2023;DEC;;Others;Sales;11678191.994344;2023-12-01;DEC 2023;Others :  Sales
Monthly;2023;APR;;Total;Number of Transactions;665430.187;2023-04-01;APR 2023;Total :  Number of Transactions
Monthly;2023;SEP;;Total;Sales;50498495.3183291;2023-09-01;SEP 2023;Total :  Sales
Monthly;2023;OCT;;Total;Sales;51103900.277679;2023-10-01;OCT 2023;Total :  Sales
Annually;2023;;;Health;Number of Transactions;395022.238;2023-01-01;2023;Health :  Number of Transactions
Annually;2023;;;Beverage and Food;Number of Transactions;2118152.961;2023-01-01;2023;Beverage and Food :  Number of Transactions
Annually;2023;;;Beverage and Food;Sales;95748918.1879971;2023-01-01;2023;Beverage and Food :  Sales
Annually;2023;;;Electronic & Electric Devices;Number of Transactions;52968.668;2023-01-01;2023;Electronic & Electric Devices :  Number of Transactions
Quarterly;2023;;Q4;Health;Number of Transactions;104807.733;2023-10-01;Q4 2023;Health :  Number of Transactions
Quarterly;2023;;Q1;Health;Sales;9581646.16396997;2023-01-01;Q1 2023;Health :  Sales
Quarterly;2023;;Q2;Health;Sales;9764475.58145001;2023-04-01;Q2 2023;Health :  Sales
Quarterly;2023;;Q3;Health;Sales;10018797.36986;2023-07-01;Q3 2023;Health :  Sales
Quarterly;2023;;Q4;Health;Sales;10091412.12962;2023-10-01;Q4 2023;Health :  Sales
Quarterly;2023;;Q1;Clothing and Footwear;Sales;10836195.7212621;2023-01-01;Q1 2023;Clothing and Footwear :  Sales
Quarterly;2023;;Q3;Clothing and Footwear;Sales;9143903.95987099;2023-07-01;Q3 2023;Clothing and Footwear :  Sales
Quarterly;2023;;Q1;Recreation and Culture;Number of Transactions;29532.989;2023-01-01;Q1 2023;Recreation and Culture :  Number of Transactions
Quarterly;2023;;Q3;Recreation and Culture;Sales;3734273.62680996;2023-07-01;Q3 2023;Recreation and Culture :  Sales
Quarterly;2023;;Q3;Miscellaneous Goods and Services;Number of Transactions;260092.352;2023-07-01;Q3 2023;Miscellaneous Goods and Services :  Number of Transactions
Quarterly;2023;;Q2;Miscellaneous Goods and Services;Sales;16063936.836253;2023-04-01;Q2 2023;Miscellaneous Goods and Services :  Sales
Quarterly;2023;;Q1;Electronic & Electric Devices;Number of Transactions;10701.907;2023-01-01;Q1 2023;Electronic & Electric Devices :  Number of Transactions
Quarterly;2023;;Q4;Electronic & Electric Devices;Number of Transactions;14410.712;2023-10-01;Q4 2023;Electronic & Electric Devices :  Number of Transactions
Quarterly;2023;;Q3;Furniture;Number of Transactions;13949.117;2023-07-01;Q3 2023;Furniture :  Number of Transactions
Quarterly;2023;;Q1;Furniture;Sales;4221687.88597987;2023-01-01;Q1 2023;Furniture :  Sales
Quarterly;2023;;Q4;Jewelry;Number of Transactions;2706.077;2023-10-01;Q4 2023;Jewelry :  Number of Transactions
Quarterly;2023;;Q2;Education;Number of Transactions;1286.083;2023-04-01;Q2 2023;Education :  Number of Transactions
Quarterly;2023;;Q4;Public Utilities;Number of Transactions;22318.881;2023-10-01;Q4 2023;Public Utilities :  Number of Transactions
Quarterly;2023;;Q3;Public Utilities;Sales;1464665.58449998;2023-07-01;Q3 2023;Public Utilities :  Sales
Quarterly;2023;;Q4;Public Utilities;Sales;1589169.29754998;2023-10-01;Q4 2023;Public Utilities :  Sales
Quarterly;2023;;Q2;Others;Sales;34348762.2567408;2023-04-01;Q2 2023;Others :  Sales
Quarterly;2023;;Q1;Total;Number of Transactions;2041747.796;2023-01-01;Q1 2023;Total :  Number of Transactions
Quarterly;2023;;Q1;Total;Sales;148538743.973838;2023-01-01;Q1 2023;Total :  Sales
Monthly;2023;JUN;;Transportation;Number of Transactions;10899.288;2023-06-01;JUN 2023;Transportation :  Number of Transactions
Monthly;2023;JUL;;Transportation;Number of Transactions;11207.863;2023-07-01;JUL 2023;Transportation :  Number of Transactions
Monthly;2023;APR;;Transportation;Sales;2673940.50844997;2023-04-01;APR 2023;Transportation :  Sales
Monthly;2023;SEP;;Transportation;Sales;2921067.73718995;2023-09-01;SEP 2023;Transportation :  Sales
Monthly;2023;NOV;;Transportation;Sales;3111001.82351995;2023-11-01;NOV 2023;Transportation :  Sales
Monthly;2023;MAR;;Health;Number of Transactions;32734.737;2023-03-01;MAR 2023;Health :  Number of Transactions
Monthly;2023;JUL;;Health;Number of Transactions;31382.865;2023-07-01;JUL 2023;Health :  Number of Transactions
Monthly;2023;MAR;;Health;Sales;3310925.45143999;2023-03-01;MAR 2023;Health :  Sales
Monthly;2023;MAR;;Restaurants & Café;Number of Transactions;195193.49;2023-03-01;MAR 2023;Restaurants & Café :  Number of Transactions
Monthly;2023;JAN;;Restaurants & Café;Sales;7249776.47620324;2023-01-01;JAN 2023;Restaurants & Café :  Sales
Monthly;2023;SEP;;Restaurants & Café;Sales;7307310.18980292;2023-09-01;SEP 2023;Restaurants & Café :  Sales
Monthly;2023;JAN;;Hotels;Number of Transactions;2563.478;2023-01-01;JAN 2023;Hotels :  Number of Transactions
Monthly;2023;FEB;;Hotels;Number of Transactions;2409.062;2023-02-01;FEB 2023;Hotels :  Number of Transactions
Monthly;2023;MAR;;Hotels;Number of Transactions;2861.787;2023-03-01;MAR 2023;Hotels :  Number of Transactions
Monthly;2023;MAY;;Hotels;Number of Transactions;2870.352;2023-05-01;MAY 2023;Hotels :  Number of Transactions
Monthly;2023;JUN;;Hotels;Number of Transactions;2509.763;2023-06-01;JUN 2023;Hotels :  Number of Transactions
Monthly;2023;FEB;;Hotels;Sales;1188820.55445999;2023-02-01;FEB 2023;Hotels :  Sales
Monthly;2023;JUN;;Hotels;Sales;852904.966539988;2023-06-01;JUN 2023;Hotels :  Sales
Monthly;2023;OCT;;Hotels;Sales;1207621.00754998;2023-10-01;OCT 2023;Hotels :  Sales
Monthly;2023;NOV;;Hotels;Sales;1375353.44892998;2023-11-01;NOV 2023;Hotels :  Sales
Monthly;2023;JAN;;Beverage and Food;Number of Transactions;153013.387;2023-01-01;JAN 2023;Beverage and Food :  Number of Transactions
Monthly;2023;APR;;Beverage and Food;Number of Transactions;157238.236;2023-04-01;APR 2023;Beverage and Food :  Number of Transactions
Monthly;2023;FEB;;Beverage and Food;Sales;6860193.97314064;2023-02-01;FEB 2023;Beverage and Food :  Sales
Monthly;2023;APR;;Beverage and Food;Sales;7633764.89210039;2023-04-01;APR 2023;Beverage and Food :  Sales
Monthly;2023;OCT;;Beverage and Food;Sales;8514267.73488048;2023-10-01;OCT 2023;Beverage and Food :  Sales
Monthly;2023;FEB;;Clothing and Footwear;Number of Transactions;21343.078;2023-02-01;FEB 2023;Clothing and Footwear :  Number of Transactions
Monthly;2023;MAR;;Clothing and Footwear;Number of Transactions;30176.562;2023-03-01;MAR 2023;Clothing and Footwear :  Number of Transactions
Monthly;2023;DEC;;Clothing and Footwear;Number of Transactions;27497.617;2023-12-01;DEC 2023;Clothing and Footwear :  Number of Transactions
Monthly;2023;FEB;;Clothing and Footwear;Sales;2920747.9218203;2023-02-01;FEB 2023;Clothing and Footwear :  Sales
Monthly;2023;APR;;Clothing and Footwear;Sales;6025769.08848139;2023-04-01;APR 2023;Clothing and Footwear :  Sales
Monthly;2023;JUL;;Clothing and Footwear;Sales;2901318.00919027;2023-07-01;JUL 2023;Clothing and Footwear :  Sales
Monthly;2023;SEP;;Clothing and Footwear;Sales;2838370.99549026;2023-09-01;SEP 2023;Clothing and Footwear :  Sales
Monthly;2023;OCT;;Clothing and Footwear;Sales;2845733.29994027;2023-10-01;OCT 2023;Clothing and Footwear :  Sales
Monthly;2023;MAR;;Recreation and Culture;Number of Transactions;10482.454;2023-03-01;MAR 2023;Recreation and Culture :  Number of Transactions
Monthly;2023;JAN;;Recreation and Culture;Sales;1217163.11460998;2023-01-01;JAN 2023;Recreation and Culture :  Sales
Monthly;2023;APR;;Recreation and Culture;Sales;1264742.82961998;2023-04-01;APR 2023;Recreation and Culture :  Sales
Monthly;2023;MAY;;Recreation and Culture;Sales;1099072.93746999;2023-05-01;MAY 2023;Recreation and Culture :  Sales
Monthly;2023;SEP;;Recreation and Culture;Sales;1227799.50980999;2023-09-01;SEP 2023;Recreation and Culture :  Sales
Monthly;2023;OCT;;Recreation and Culture;Sales;1169485.28242999;2023-10-01;OCT 2023;Recreation and Culture :  Sales
Monthly;2023;JAN;;Miscellaneous Goods and Services;Number of Transactions;85581.193;2023-01-01;JAN 2023;Miscellaneous Goods and Services :  Number of Transactions
Monthly;2023;APR;;Miscellaneous Goods and Services;Number of Transactions;73121.028;2023-04-01;APR 2023;Miscellaneous Goods and Services :  Number of Transactions
Monthly;2023;NOV;;Miscellaneous Goods and Services;Number of Transactions;93076.359;2023-11-01;NOV 2023;Miscellaneous Goods and Services :  Number of Transactions
Monthly;2023;DEC;;Miscellaneous Goods and Services;Number of Transactions;96387.346;2023-12-01;DEC 2023;Miscellaneous Goods and Services :  Number of Transactions
Monthly;2023;OCT;;Miscellaneous Goods and Services;Sales;5834322.74543159;2023-10-01;OCT 2023;Miscellaneous Goods and Services :  Sales
Monthly;2023;OCT;;Electronic & Electric Devices;Number of Transactions;4984.898;2023-10-01;OCT 2023;Electronic & Electric Devices :  Number of Transactions
Monthly;2023;FEB;;Electronic & Electric Devices;Sales;1015703.26881999;2023-02-01;FEB 2023;Electronic & Electric Devices :  Sales
Monthly;2023;MAR;;Electronic & Electric Devices;Sales;1175767.63109999;2023-03-01;MAR 2023;Electronic & Electric Devices :  Sales
Monthly;2023;AUG;;Electronic & Electric Devices;Sales;1029757.44314999;2023-08-01;AUG 2023;Electronic & Electric Devices :  Sales
Monthly;2023;MAR;;Furniture;Number of Transactions;5826.792;2023-03-01;MAR 2023;Furniture :  Number of Transactions
Monthly;2023;NOV;;Furniture;Sales;1284091.93006996;2023-11-01;NOV 2023;Furniture :  Sales
Monthly;2023;APR;;Construction & Building Materials;Number of Transactions;5071.832;2023-04-01;APR 2023;Construction & Building Materials :  Number of Transactions
Monthly;2023;NOV;;Construction & Building Materials;Number of Transactions;6504.434;2023-11-01;NOV 2023;Construction & Building Materials :  Number of Transactions
Monthly;2023;APR;;Jewelry;Number of Transactions;1578.605;2023-04-01;APR 2023;Jewelry :  Number of Transactions
Monthly;2023;MAR;;Jewelry;Sales;1015971.64773998;2023-03-01;MAR 2023;Jewelry :  Sales
Monthly;2023;APR;;Jewelry;Sales;1531960.98684998;2023-04-01;APR 2023;Jewelry :  Sales
Monthly;2023;AUG;;Jewelry;Sales;854306.892939988;2023-08-01;AUG 2023;Jewelry :  Sales
Monthly;2023;SEP;;Jewelry;Sales;866063.277609989;2023-09-01;SEP 2023;Jewelry :  Sales
Monthly;2023;JAN;;Telecommunication;Number of Transactions;2083.124;2023-01-01;JAN 2023;Telecommunication :  Number of Transactions
Monthly;2023;FEB;;Telecommunication;Number of Transactions;1961.903;2023-02-01;FEB 2023;Telecommunication :  Number of Transactions
Monthly;2023;SEP;;Telecommunication;Number of Transactions;3483.001;2023-09-01;SEP 2023;Telecommunication :  Number of Transactions
Monthly;2023;MAR;;Telecommunication;Sales;443208.346359998;2023-03-01;MAR 2023;Telecommunication :  Sales
Monthly;2023;JUN;;Telecommunication;Sales;433430.405679996;2023-06-01;JUN 2023;Telecommunication :  Sales
Monthly;2023;NOV;;Telecommunication;Sales;463122.01282999;2023-11-01;NOV 2023;Telecommunication :  Sales
Monthly;2023;DEC;;Telecommunication;Sales;452242.044419992;2023-12-01;DEC 2023;Telecommunication :  Sales
Monthly;2023;JUL;;Education;Number of Transactions;355.938;2023-07-01;JUL 2023;Education :  Number of Transactions
Monthly;2023;SEP;;Education;Sales;725936.684969995;2023-09-01;SEP 2023;Education :  Sales
Monthly;2023;OCT;;Education;Sales;552420.720099998;2023-10-01;OCT 2023;Education :  Sales
Monthly;2023;JAN;;Public Utilities;Number of Transactions;5129.584;2023-01-01;JAN 2023;Public Utilities :  Number of Transactions
Monthly;2023;FEB;;Public Utilities;Sales;402426.599639995;2023-02-01;FEB 2023;Public Utilities :  Sales
Monthly;2023;JUN;;Public Utilities;Sales;452161.978579996;2023-06-01;JUN 2023;Public Utilities :  Sales
Monthly;2023;AUG;;Public Utilities;Sales;499025.458519994;2023-08-01;AUG 2023;Public Utilities :  Sales
Monthly;2023;DEC;;Public Utilities;Sales;534579.254779992;2023-12-01;DEC 2023;Public Utilities :  Sales
Monthly;2023;MAY;;Others;Number of Transactions;164312.396;2023-05-01;MAY 2023;Others :  Number of Transactions
Monthly;2023;JUN;;Others;Number of Transactions;168728.315;2023-06-01;JUN 2023;Others :  Number of Transactions
Monthly;2023;JUL;;Others;Number of Transactions;166464.058;2023-07-01;JUL 2023;Others :  Number of Transactions
Monthly;2023;NOV;;Others;Sales;11398832.1717348;2023-11-01;NOV 2023;Others :  Sales
Monthly;2023;JAN;;Total;Sales;48326933.7758396;2023-01-01;JAN 2023;Total :  Sales
Monthly;2023;MAY;;Total;Sales;49796486.3460086;2023-05-01;MAY 2023;Total :  Sales
Monthly;2023;DEC;;Total;Sales;54228803.1133406;2023-12-01;DEC 2023;Total :  Sales
Annually;2023;;;Transportation;Sales;35286138.6331995;2023-01-01;2023;Transportation :  Sales
Annually;2023;;;Clothing and Footwear;Number of Transactions;310914.068;2023-01-01;2023;Clothing and Footwear :  Number of Transactions
Annually;2023;;;Recreation and Culture;Number of Transactions;126303.234;2023-01-01;2023;Recreation and Culture :  Number of Transactions
Annually;2023;;;Jewelry;Sales;11669073.9203298;2023-01-01;2023;Jewelry :  Sales
Annually;2023;;;Public Utilities;Sales;5666982.16229992;2023-01-01;2023;Public Utilities :  Sales
Annually;2023;;;Others;Number of Transactions;1979662.535;2023-01-01;2023;Others :  Number of Transactions
Quarterly;2023;;Q4;Transportation;Number of Transactions;34864.432;2023-10-01;Q4 2023;Transportation :  Number of Transactions
Quarterly;2023;;Q1;Transportation;Sales;8069998.11604988;2023-01-01;Q1 2023;Transportation :  Sales
Quarterly;2023;;Q1;Restaurants & Café;Sales;21077085.5251888;2023-01-01;Q1 2023;Restaurants & Café :  Sales
Quarterly;2023;;Q2;Restaurants & Café;Sales;22398305.3804579;2023-04-01;Q2 2023;Restaurants & Café :  Sales
Quarterly;2023;;Q4;Hotels;Number of Transactions;9029.361;2023-10-01;Q4 2023;Hotels :  Number of Transactions
Quarterly;2023;;Q2;Beverage and Food;Number of Transactions;517744.812;2023-04-01;Q2 2023;Beverage and Food :  Number of Transactions
Quarterly;2023;;Q4;Beverage and Food;Number of Transactions;573267.665;2023-10-01;Q4 2023;Beverage and Food :  Number of Transactions
Quarterly;2023;;Q3;Beverage and Food;Sales;23785925.5515618;2023-07-01;Q3 2023;Beverage and Food :  Sales
Quarterly;2023;;Q3;Clothing and Footwear;Number of Transactions;71582.28;2023-07-01;Q3 2023;Clothing and Footwear :  Number of Transactions
Quarterly;2023;;Q4;Clothing and Footwear;Number of Transactions;75302.16;2023-10-01;Q4 2023;Clothing and Footwear :  Number of Transactions
Quarterly;2023;;Q2;Clothing and Footwear;Sales;12971714.6095124;2023-04-01;Q2 2023;Clothing and Footwear :  Sales
Quarterly;2023;;Q2;Miscellaneous Goods and Services;Number of Transactions;235228.166;2023-04-01;Q2 2023;Miscellaneous Goods and Services :  Number of Transactions
Quarterly;2023;;Q4;Miscellaneous Goods and Services;Number of Transactions;280525.901;2023-10-01;Q4 2023;Miscellaneous Goods and Services :  Number of Transactions
Quarterly;2023;;Q3;Electronic & Electric Devices;Sales;3115754.65854998;2023-07-01;Q3 2023;Electronic & Electric Devices :  Sales
Quarterly;2023;;Q1;Furniture;Number of Transactions;14598.069;2023-01-01;Q1 2023;Furniture :  Number of Transactions
Quarterly;2023;;Q2;Furniture;Number of Transactions;14609.882;2023-04-01;Q2 2023;Furniture :  Number of Transactions
Quarterly;2023;;Q4;Construction & Building Materials;Number of Transactions;19572.027;2023-10-01;Q4 2023;Construction & Building Materials :  Number of Transactions
Quarterly;2023;;Q4;Construction & Building Materials;Sales;4670461.41334987;2023-10-01;Q4 2023;Construction & Building Materials :  Sales
Quarterly;2023;;Q1;Telecommunication;Number of Transactions;6396.047;2023-01-01;Q1 2023;Telecommunication :  Number of Transactions
Quarterly;2023;;Q2;Telecommunication;Sales;1282701.73783999;2023-04-01;Q2 2023;Telecommunication :  Sales
Quarterly;2023;;Q3;Telecommunication;Sales;1215490.51186998;2023-07-01;Q3 2023;Telecommunication :  Sales
Quarterly;2023;;Q4;Telecommunication;Sales;1368393.54353997;2023-10-01;Q4 2023;Telecommunication :  Sales
Quarterly;2023;;Q1;Education;Number of Transactions;1566.693;2023-01-01;Q1 2023;Education :  Number of Transactions
Quarterly;2023;;Q4;Education;Number of Transactions;1815.661;2023-10-01;Q4 2023;Education :  Number of Transactions
Quarterly;2023;;Q2;Education;Sales;1811384.47766;2023-04-01;Q2 2023;Education :  Sales
Quarterly;2023;;Q2;Public Utilities;Sales;1323843.88441998;2023-04-01;Q2 2023;Public Utilities :  Sales
